text,target,clean_text
"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up",ham,sorry man accidentally left phone silent last night check til got
Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee,ham,hey something came last min think wun signing tmr hee
He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment,ham,adult would learn experience real danger dont like peep using drug dont need comment
Hey! There's veggie pizza... :/,ham,hey veggie pizza
Yun buying... But school got offer 2000 plus only...,ham,yun buying school got offer 2000 plus
You sure your neighbors didnt pick it up,ham,sure neighbor didnt pick
K. I will sent it again,ham,k sent
Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,spam,free entry 2 wkly comp win fa cup final tkts 21st may 2005 text fa 87121 receive entry question std txt rate c apply 08452810075over18
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",ham,new theory argument win situation loses person dont argue ur friend kick amp say always correct
Well. Im computerless. Time to make some oreo truffles,ham,well im computerless time make oreo truffle
"Haha yeah I see that now, be there in a sec",ham,haha yeah see sec
I am not having her number sir,ham,number sir
Lol now I'm after that hot air balloon!,ham,lol hot air balloon
Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,ham,ok bus come soon come otherwise tomorrow
Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil,ham,msg r time pas silently say thinking u right also making u think least 4 moment gd nt swt drms shesil
"Yeah, we can probably swing by once my roommate finishes up with his girl",ham,yeah probably swing roommate finish girl
"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",spam,got take 2 take part wrc rally oz u lucozade energy text rally le 61200 25p see pack lucozade co uk wrc itcould u
Happy new years melody!,ham,happy new year melody
Ü dun need to pick ur gf?,ham,dun need pick ur gf
Yay! You better not have told that to 5 other girls either.,ham,yay better told 5 girl either
Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?,ham,horrible u eat mac eat u forgot abt already rite u take long 2 reply thk toot b4 b prepared wat shall eat
"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q? ",ham,say fantastic chance anything need bigger life lift losing 2 live think would first person 2 die n v q
Just nw i came to hme da..,ham,nw came hme da
"I'm outside islands, head towards hard rock and you'll run into me",ham,outside island head towards hard rock run
To day class is there are no class.,ham,day class class
I'm in chennai velachery:),ham,chennai velachery
You flippin your shit yet?,ham,flippin shit yet
"K give me a sec, breaking a  &lt;#&gt;  at cstore",ham,k give sec breaking lt gt cstore
Am i that much bad to avoid like this?,ham,much bad avoid like
"Yo, you around? Just got my car back",ham,yo around got car back
Annoying isn't it.,ham,annoying
"Goodmorning, Today i am late for  &lt;#&gt; min.",ham,goodmorning today late lt gt min
There's no point hangin on to mr not right if he's not makin u happy,ham,point hangin mr right makin u happy
All will come alive.better correct any good looking figure there itself..,ham,come alive better correct good looking figure
In that case I guess I'll see you at campus lodge,ham,case guess see campus lodge
We're done...,ham,done
Come to my home for one last time i wont do anything. Trust me.,ham,come home one last time wont anything trust
I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.,ham,night worrying appt shame missed girl night quiz popcorn hair
Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 £3/wk 087016248,spam,sex ur mobile free sexy pic jordan text babe 88600 every wk get sexy celeb pocketbabe co uk 4 pic 16 3 wk 087016248
Ok... C ya...,ham,ok c ya
You have 1 new voicemail. Please call 08719181503,spam,1 new voicemail please call 08719181503
What he said is not the matter. My mind saying some other matter is there.,ham,said matter mind saying matter
He also knows about lunch menu only da. . I know,ham,also know lunch menu da know
"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx",ham,al moan n e thin go wrong fault al de argument r fault fed himso bother hav 2go thanx xx
NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,ham,neft transaction reference number lt gt r lt decimal gt credited beneficiary account lt gt lt time gt lt gt
Otherwise had part time job na-tuition..,ham,otherwise part time job na tuition
I know she called me,ham,know called
"Me also da, i feel yesterday night  wait til 2day night dear.",ham,also da feel yesterday night wait til 2day night dear
Thanks for understanding. I've been trying to tell sura that.,ham,thanks understanding trying tell sura
WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,spam,win year supply cd 4 store ur choice worth 500 enter 100 weekly draw txt music 87066 t c www ldew com subs16 1win150ppmx3
The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.,ham,whole car appreciated last two dad map reading semi argument apart thing going ok p
"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr",spam,sim subscriber selected receive bonus get delivered door txt word ok 88600 claim 150p msg exp 30apr
I need you to be in my strong arms...,ham,need strong arm
Also maaaan are you missing out,ham,also maaaan missing
His bday real is in april .,ham,bday real april
Guessin you ain't gonna be here before 9?,ham,guessin gonna 9
Ok then i will come to ur home after half an hour,ham,ok come ur home half hour
"Yo, the game almost over? Want to go to walmart soon",ham,yo game almost want go walmart soon
"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!",ham,yeah probably sure ilol let u know personally wuldnt bother ur goin mite well
I'll text now! All creepy like so he won't think that we forgot,ham,text creepy like think forgot
"that would be good … I'll phone you tomo lunchtime, shall I, to organise something?",ham,would good phone tomo lunchtime shall organise something
You have 1 new voicemail. Please call 08719181513.,spam,1 new voicemail please call 08719181513
"Damn, can you make it tonight or do you want to just wait til tomorrow",ham,damn make tonight want wait til tomorrow
K..k..i'm also fine:)when will you complete the course?,ham,k k also fine complete course
"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier.",ham,true passable get high score apply phd get 5years salary make life easier
No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,spam,1 nokia tone 4 ur mob every week txt nok 87021 1st tone free get txtin tell ur friend 150p tone 16 reply hl 4info
Prakesh is there know.,ham,prakesh know
Teach me apps da. When you come to college.,ham,teach apps da come college
Rofl betta invest in some  anti aging products,ham,rofl betta invest anti aging product
You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,spam,winner u specially selected 2 receive 1000 cash 4 holiday flight inc speak live operator 2 claim 0871277810810
"sir, you will receive the account no another 1hr time. Sorry for the delay.",ham,sir receive account another 1hr time sorry delay
Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p,spam,reply name address receive post week completely free accommodation various global location www phb1 com ph 08700435505150p
So ü'll be submitting da project tmr rite?,ham,submitting da project tmr rite
FREE entry into our £250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,spam,free entry 250 weekly comp send word enter 84128 18 c www textcomp com cust care 08712405020
Jus ans me lar. U'll noe later.,ham,jus an lar u noe later
I want to send something that can sell fast.  &lt;#&gt; k is not easy money.,ham,want send something sell fast lt gt k easy money
have got * few things to do. may be in * pub later.,ham,got thing may pub later
1's finish meeting call me.,ham,1 finish meeting call
Lol ok. I'll snatch her purse too.,ham,lol ok snatch purse
Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx,ham,hello drivby 0quit edrunk sorry iff pthis make senrd dnot dancce 2 drum n basq ihave fun 2nhite x ro xxxxxxx
Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,ham,opinion 1 2 jada 3 kusruthi 4 lovable 5 silent 6 spl character 7 matured 8 stylish 9 simple pls reply
How much are we getting?,ham,much getting
Is ur paper in e morn or aft tmr?,ham,ur paper e morn aft tmr
"Dear relieved of westonzoyland, all going to plan this end too!",ham,dear relieved westonzoyland going plan end
Hope you are having a great new semester. Do wish you the very best. You are made for greatness.,ham,hope great new semester wish best made greatness
